DateTime,PlatformType,Speed_km_hr,Distance_1_sec,PlatformName,SymbologyCode,EstimatedPoints,BEARING,POINT_X,POINT_Y,POINT_Z,DateTimeSim,COUNTSim,ORIG_FID,Division,Qualification,Source,Battery
,2,6.000000000000000,1.666666666666667,"Edwards, O",,99.667623025674317,300.259031675819472,-81.709842820711273,29.220174394256777,0.000000000000000,6/10/2025 8:32:23,100,985,Division C,,ArcGIS,77
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.424272295537804,-81.707789326769017,29.220270268600984,0.000000000000000,6/10/2025 8:32:23,100,1084,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,86.820246166553133,-81.694325746498208,29.229074390845085,0.000000000000000,6/10/2025 8:32:23,100,1286,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,143.615683141909443,-81.712037357339682,29.187279853518763,0.000000000000000,6/10/2025 8:32:23,100,2327,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.746160589695705,-81.709818372162502,29.221054754260333,0.000000000000000,6/10/2025 8:32:23,100,3181,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.425810116837852,-81.662613021486251,29.206323023871480,0.000000000000000,6/10/2025 8:32:23,100,3292,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,326.310885890584359,-81.662295540695155,29.205783907805831,0.000000000000000,6/10/2025 8:32:23,100,3414,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Roberts, S",,102.412579713392844,333.433411512620580,-81.660788498228442,29.203454175300006,0.000000000000000,6/10/2025 8:32:23,100,3894,Division B,FFT1,ArcGIS,66
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,154.440439345908032,-81.708890998175576,29.222876215849741,0.000000000000000,6/10/2025 8:32:23,100,3996,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,242.240338707853795,-81.710840411512393,29.219425378341640,0.000000000000000,6/10/2025 8:32:24,101,178,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,194.742880430524565,-81.717334020087577,29.194546221357754,0.000000000000000,6/10/2025 8:32:24,101,367,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,92.726850643579468,-81.701470621976270,29.179728158537760,0.000000000000000,6/10/2025 8:32:24,101,525,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,87.397063215765129,-81.669993613098228,29.176402688296893,0.000000000000000,6/10/2025 8:32:24,101,767,,,External,
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.421997642054492,-81.707799232491652,29.220260470900662,0.000000000000000,6/10/2025 8:32:24,101,1085,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,86.820246166553133,-81.694138885241031,29.229083450801745,0.000000000000000,6/10/2025 8:32:24,101,1287,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,143.615683146033462,-81.711926340841913,29.187148317930877,0.000000000000000,6/10/2025 8:32:24,101,2328,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.744454920007911,-81.709825800331586,29.221043409022503,0.000000000000000,6/10/2025 8:32:24,101,3182,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.425810116837852,-81.662613954835820,29.206336066770955,0.000000000000000,6/10/2025 8:32:24,101,3293,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,326.310885890584359,-81.662303845619959,29.205794781912040,0.000000000000000,6/10/2025 8:32:24,101,3415,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Roberts, S",,102.412579713392844,333.433411512620580,-81.660795194270563,29.203465864367313,0.000000000000000,6/10/2025 8:32:24,101,3895,Division B,FFT1,ArcGIS,66
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,154.438956065042760,-81.708884538390379,29.222864428646588,0.000000000000000,6/10/2025 8:32:24,101,3997,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,242.241779517530716,-81.710853660764514,29.219419292851093,0.000000000000000,6/10/2025 8:32:25,102,179,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,194.744140261961604,-81.717346721367392,29.194504089368511,0.000000000000000,6/10/2025 8:32:25,102,368,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,92.726801503348184,-81.701420771766223,29.179726086379517,0.000000000000000,6/10/2025 8:32:25,102,526,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,87.397063215765129,-81.669943757498274,29.176404667185892,0.000000000000000,6/10/2025 8:32:25,102,768,,,External,
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.424272247523163,-81.707809138214287,29.220250673199434,0.000000000000000,6/10/2025 8:32:25,102,1086,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,86.820230891092152,-81.693952024882137,29.229092509973711,0.000000000000000,6/10/2025 8:32:25,102,1288,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,143.615461736513225,-81.711815324344158,29.187016782174293,0.000000000000000,6/10/2025 8:32:25,102,2329,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.744454975603560,-81.709833228500671,29.221032064567495,0.000000000000000,6/10/2025 8:32:25,102,3183,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.425810116837852,-81.662614889083713,29.206349109668775,0.000000000000000,6/10/2025 8:32:25,102,3294,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,326.310885890584359,-81.662312150544764,29.205805655233032,0.000000000000000,6/10/2025 8:32:25,102,3416,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Roberts, S",,102.412579713392844,333.438023590119542,-81.660801889414358,29.203477554217425,0.000000000000000,6/10/2025 8:32:25,102,3896,Division B,FFT1,ArcGIS,66
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,154.440439403673167,-81.708878078605153,29.222852640658068,0.000000000000000,6/10/2025 8:32:25,102,3998,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,242.240338707853795,-81.710866910016648,29.219413206576156,0.000000000000000,6/10/2025 8:32:26,103,180,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,194.743142889447142,-81.717359421748867,29.194461956577797,0.000000000000000,6/10/2025 8:32:26,103,369,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,92.726801503348184,-81.701370922454473,29.179724013436847,0.000000000000000,6/10/2025 8:32:26,103,527,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,92.113471257823022,-81.669893902796630,29.176406645290477,0.000000000000000,6/10/2025 8:32:26,103,769,,,External,
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.424272126070804,-81.707819043936937,29.220240874713205,0.000000000000000,6/10/2025 8:32:26,103,1087,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,86.819971565907693,-81.693765163624946,29.229101569144810,0.000000000000000,6/10/2025 8:32:26,103,1289,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,143.615461736513225,-81.711704307846404,29.186885246249066,0.000000000000000,6/10/2025 8:32:26,103,2330,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.746160462608941,-81.709840656669755,29.221020719327225,0.000000000000000,6/10/2025 8:32:26,103,3184,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.426024359261021,-81.662615823331606,29.206362152564878,0.000000000000000,6/10/2025 8:32:26,103,3295,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,326.308979027620751,-81.662320455469555,29.205816529336953,0.000000000000000,6/10/2025 8:32:26,103,3417,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Roberts, S",,102.412579713392844,333.438023590119542,-81.660808585456493,29.203489243282061,0.000000000000000,6/10/2025 8:32:26,103,3897,Division B,FFT1,ArcGIS,66
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,154.440439345908032,-81.708871618819941,29.222840853452190,0.000000000000000,6/10/2025 8:32:26,103,3999,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,242.241779744197800,-81.710880158370458,29.219407121084835,0.000000000000000,6/10/2025 8:32:27,104,181,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,194.743877785902498,-81.717372123028653,29.194419824553975,0.000000000000000,6/10/2025 8:32:27,104,370,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,92.726801503348184,-81.701321072244411,29.179721940494211,0.000000000000000,6/10/2025 8:32:27,104,528,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,92.113471257823022,-81.669844220571534,29.176405044453276,0.000000000000000,6/10/2025 8:32:27,104,770,,,External,
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.421997642054492,-81.707828949659557,29.220231077010119,0.000000000000000,6/10/2025 8:32:27,104,1088,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,86.820230891092152,-81.693578303266065,29.229110628315173,0.000000000000000,6/10/2025 8:32:27,104,1290,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,143.615461736513225,-81.711593290450338,29.186753710155141,0.000000000000000,6/10/2025 8:32:27,104,2331,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.744454920007911,-81.709848084838853,29.221009374085693,0.000000000000000,6/10/2025 8:32:27,104,3185,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.426024359261021,-81.662616756681189,29.206375196243489,0.000000000000000,6/10/2025 8:32:27,104,3296,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,326.308979027620751,-81.662328760394360,29.205827402655579,0.000000000000000,6/10/2025 8:32:27,104,3418,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,154.438956065042760,-81.708865159034758,29.222829065460960,0.000000000000000,6/10/2025 8:32:27,104,4000,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,242.243380604963079,-81.710893407622578,29.219401034809174,0.000000000000000,6/10/2025 8:32:28,105,182,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,194.743142909001932,-81.717384823410157,29.194377692512802,0.000000000000000,6/10/2025 8:32:28,105,371,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,92.725771334285554,-81.701271222034364,29.179719868335791,0.000000000000000,6/10/2025 8:32:28,105,529,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,92.113471257823022,-81.669794733280852,29.176399408972692,0.000000000000000,6/10/2025 8:32:28,105,771,,,External,
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.424272247523163,-81.707838855382207,29.220221279306042,0.000000000000000,6/10/2025 8:32:28,105,1089,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,86.820246166553133,-81.693391442008874,29.229119688268625,0.000000000000000,6/10/2025 8:32:28,105,1291,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,143.615461736513225,-81.711482273952569,29.186622173892530,0.000000000000000,6/10/2025 8:32:28,105,2332,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.744454920007911,-81.709855513007938,29.220998029626845,0.000000000000000,6/10/2025 8:32:28,105,3186,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.426024359261021,-81.662617690929096,29.206388239136320,0.000000000000000,6/10/2025 8:32:28,105,3297,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,326.308979027620751,-81.662337065319178,29.205838275973125,0.000000000000000,6/10/2025 8:32:28,105,3419,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,154.440439345908032,-81.708858699249546,29.222817277468380,0.000000000000000,6/10/2025 8:32:28,105,4001,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,242.240338737677035,-81.710906655976387,29.219394949317174,0.000000000000000,6/10/2025 8:32:29,106,183,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,194.744140242405621,-81.717397524689957,29.194335559670154,0.000000000000000,6/10/2025 8:32:29,106,372,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,92.726801579186443,-81.701221372722614,29.179717795393003,0.000000000000000,6/10/2025 8:32:29,106,530,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,97.431897043066186,-81.669745246888482,29.176393772707495,0.000000000000000,6/10/2025 8:32:29,106,772,,,External,
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.424272126070804,-81.707848761104842,29.220211480817003,0.000000000000000,6/10/2025 8:32:29,106,1090,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,86.819971566191867,-81.693204581649979,29.229128747437386,0.000000000000000,6/10/2025 8:32:29,106,1292,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,143.615683146033462,-81.711371257454815,29.186490637461265,0.000000000000000,6/10/2025 8:32:29,106,2333,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.744454920007911,-81.709862941177008,29.220986684382794,0.000000000000000,6/10/2025 8:32:29,106,3187,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.425810052928398,-81.662618625176975,29.206401282027436,0.000000000000000,6/10/2025 8:32:29,106,3298,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,326.308979027620751,-81.662345370243969,29.205849150073568,0.000000000000000,6/10/2025 8:32:29,106,3420,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,154.438956065042760,-81.708852239464321,29.222805490258430,0.000000000000000,6/10/2025 8:32:29,106,4002,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,242.241779517530716,-81.710919905228508,29.219388863824769,0.000000000000000,6/10/2025 8:32:30,107,184,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,194.742880430524565,-81.717410225071447,29.194293427594413,0.000000000000000,6/10/2025 8:32:30,107,373,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,92.725820456950629,-81.701171522512539,29.179715723234558,0.000000000000000,6/10/2025 8:32:30,107,531,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,97.431897043066186,-81.669695759597786,29.176388137226287,0.000000000000000,6/10/2025 8:32:30,107,773,,,External,
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.424272126070804,-81.707858666827477,29.220201683111107,0.000000000000000,6/10/2025 8:32:30,107,1091,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,86.819971566191867,-81.693017720392788,29.229137806605294,0.000000000000000,6/10/2025 8:32:30,107,1293,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,143.615683141909443,-81.711260240957060,29.186359100861324,0.000000000000000,6/10/2025 8:32:30,107,2334,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.746160462608941,-81.709870369346092,29.220975339137496,0.000000000000000,6/10/2025 8:32:30,107,3188,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.425810052928398,-81.662619558526558,29.206414324916949,0.000000000000000,6/10/2025 8:32:30,107,3299,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,326.308978938816551,-81.662353675168774,29.205860023388801,0.000000000000000,6/10/2025 8:32:30,107,3421,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,154.441883200365965,-81.708845779679123,29.222793702263129,0.000000000000000,6/10/2025 8:32:30,107,4003,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,242.240338707853795,-81.710933154480657,29.219382777548017,0.000000000000000,6/10/2025 8:32:31,108,185,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,194.744140260983045,-81.717422926351247,29.194251295501306,0.000000000000000,6/10/2025 8:32:31,108,374,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,92.725820456950629,-81.701121672302492,29.179713650291696,0.000000000000000,6/10/2025 8:32:31,108,532,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,97.431897043066186,-81.669646272307105,29.176382500960464,0.000000000000000,6/10/2025 8:32:31,108,774,,,External,
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.421997763492129,-81.707868572550112,29.220191885404205,0.000000000000000,6/10/2025 8:32:31,108,1092,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,86.819971566191867,-81.692830859135597,29.229146866556341,0.000000000000000,6/10/2025 8:32:31,108,1294,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,143.615683141909443,-81.711149224459305,29.186227564092704,0.000000000000000,6/10/2025 8:32:31,108,2335,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.744454920007911,-81.709877797515176,29.220963993890926,0.000000000000000,6/10/2025 8:32:31,108,3189,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.425810052928398,-81.662620492774451,29.206427367804796,0.000000000000000,6/10/2025 8:32:31,108,3300,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,326.308978938816551,-81.662361980093564,29.205870897486943,0.000000000000000,6/10/2025 8:32:31,108,3422,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,154.441883200365965,-81.708839319893912,29.222781915050472,0.000000000000000,6/10/2025 8:32:31,108,4004,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,242.243380831621465,-81.710946402834452,29.219376692054887,0.000000000000000,6/10/2025 8:32:32,109,186,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,194.742880430524565,-81.717435626732723,29.194209162606729,0.000000000000000,6/10/2025 8:32:32,109,375,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,92.725820456950629,-81.701071822990741,29.179711578133109,0.000000000000000,6/10/2025 8:32:32,109,533,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,97.431897043066186,-81.669596785016424,29.176376865478698,0.000000000000000,6/10/2025 8:32:32,109,775,,,External,
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.424272126070804,-81.707878478272761,29.220182087696372,0.000000000000000,6/10/2025 8:32:32,109,1093,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,86.819971566191867,-81.692647418663000,29.229176290813481,0.000000000000000,6/10/2025 8:32:32,109,1295,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,141.170758931023670,-81.711038207961550,29.186096027155408,0.000000000000000,6/10/2025 8:32:32,109,2336,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.744454975603560,-81.709885225684275,29.220952649427065,0.000000000000000,6/10/2025 8:32:32,109,3190,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.422593455288450,-81.662621427022358,29.206440411475061,0.000000000000000,6/10/2025 8:32:32,109,3301,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,326.308978938816551,-81.662370285018369,29.205881770799806,0.000000000000000,6/10/2025 8:32:32,109,3423,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,242.238737276996034,-81.710959652086586,29.219370605777417,0.000000000000000,6/10/2025 8:32:33,110,187,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,194.744140280539057,-81.717448328012537,29.194167030478994,0.000000000000000,6/10/2025 8:32:33,110,376,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,92.725820456950629,-81.701021972780680,29.179709505190221,0.000000000000000,6/10/2025 8:32:33,110,534,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,97.430874439666184,-81.669547297725742,29.176371229212201,0.000000000000000,6/10/2025 8:32:33,110,776,,,External,
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.424272247523163,-81.707888383995396,29.220172289203646,0.000000000000000,6/10/2025 8:32:33,110,1094,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,76.504116951426312,-81.692465437054437,29.229214404989492,0.000000000000000,6/10/2025 8:32:33,110,1296,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,123.690143801031070,-81.710927191463782,29.185964490049443,0.000000000000000,6/10/2025 8:32:33,110,2337,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.746160462608941,-81.709892653853345,29.220941304178002,0.000000000000000,6/10/2025 8:32:33,110,3191,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.422593455288450,-81.662622360371941,29.206453454359600,0.000000000000000,6/10/2025 8:32:33,110,3302,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,326.308978938816551,-81.662378589943174,29.205892644895645,0.000000000000000,6/10/2025 8:32:33,110,3424,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,242.243380831621465,-81.710972901338707,29.219364520283612,0.000000000000000,6/10/2025 8:32:34,111,188,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,194.743142870869519,-81.717461028394013,29.194124897549795,0.000000000000000,6/10/2025 8:32:34,111,377,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,92.725771411037826,-81.700972122570604,29.179707433031542,0.000000000000000,6/10/2025 8:32:34,111,535,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,97.431897043066186,-81.669497810435061,29.176365592945459,0.000000000000000,6/10/2025 8:32:34,111,777,,,External,
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.421997642054492,-81.707898289718031,29.220162491493944,0.000000000000000,6/10/2025 8:32:34,111,1095,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,76.504384402330089,-81.692283456344171,29.229252519151363,0.000000000000000,6/10/2025 8:32:34,111,1297,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,123.690067537345953,-81.710810616191054,29.185838039534264,0.000000000000000,6/10/2025 8:32:34,111,2338,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.744882305109542,-81.709900082022443,29.220929958927666,0.000000000000000,6/10/2025 8:32:34,111,3192,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.425810116837852,-81.662623294619848,29.206466497242484,0.000000000000000,6/10/2025 8:32:34,111,3303,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,326.308978938816551,-81.662386894867964,29.205903518206270,0.000000000000000,6/10/2025 8:32:34,111,3425,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,242.240338707853795,-81.710986149692516,29.219358434005368,0.000000000000000,6/10/2025 8:32:35,112,189,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,194.743877804479609,-81.717473729673827,29.194082765387481,0.000000000000000,6/10/2025 8:32:35,112,378,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,92.726801579186443,-81.700922273258868,29.179705360088555,0.000000000000000,6/10/2025 8:32:35,112,536,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,97.430874442150611,-81.669448323144351,29.176359957462701,0.000000000000000,6/10/2025 8:32:35,112,778,,,External,
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,221.424272126070804,-81.707908195440666,29.220152693783355,0.000000000000000,6/10/2025 8:32:35,112,1096,Division C,FFT2,External,67
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,76.504320199466648,-81.692101474735608,29.229290634083007,0.000000000000000,6/10/2025 8:32:35,112,1298,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,123.690143801031070,-81.710654898626430,29.185747407184056,0.000000000000000,6/10/2025 8:32:35,112,2339,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.744882305109542,-81.709907510191528,29.220918614460029,0.000000000000000,6/10/2025 8:32:35,112,3193,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,356.425810116837852,-81.662624227969403,29.206479540123688,0.000000000000000,6/10/2025 8:32:35,112,3304,Division B,FFT1,ArcGIS,83
